2019,2019,KY,Kentucky,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,4.6,4.6,&,Interpret with caution; less than 60 respondents,1.0,18.1,Race/Ethnicity,Hispanic,21,TOB,TOB05,CRDPREV,RACE,HIS
2019,2019,MS,Mississippi,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,8.1,8.1,&,Interpret with caution; less than 60 respondents,2.5,23.2,Race/Ethnicity,Hispanic,28,TOB,TOB05,CRDPREV,RACE,HIS
2019,2019,MT,Montana,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,11.2,11.2,&,Interpret with caution; less than 60 respondents,4.0,27.4,Race/Ethnicity,Hispanic,30,TOB,TOB05,CRDPREV,RACE,HIS
2019,2019,MT,Montana,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,16.3,16.3,&,Interpret with caution; less than 60 respondents,7.3,32.3,Race/Ethnicity,"Multiracial, non-Hispanic",30,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,MA,Massachusetts,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,1.6,1.6,&,Interpret with caution; less than 60 respondents,0.2,9.9,Race/Ethnicity,"Multiracial, non-Hispanic",25,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,MO,Missouri,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,16.5,16.5,&,Interpret with caution; less than 60 respondents,6.4,36.2,Race/Ethnicity,"Multiracial, non-Hispanic",29,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,NY,New York,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,8.7,8.7,&,Interpret with caution; less than 60 respondents,2.4,27.0,Race/Ethnicity,"Multiracial, non-Hispanic",36,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,ND,North Dakota,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,23.5,23.5,&,Interpret with caution; less than 60 respondents,9.0,48.7,Race/Ethnicity,Hispanic,38,TOB,TOB05,CRDPREV,RACE,HIS
2019,2019,NH,New Hampshire,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,6.3,6.3,&,Interpret with caution; less than 60 respondents,0.9,32.9,Race/Ethnicity,Hispanic,33,TOB,TOB05,CRDPREV,RACE,HIS
2019,2019,UT,Utah,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,5.8,5.8,&,Interpret with caution; less than 60 respondents,0.8,30.8,Race/Ethnicity,"Asian, non-Hispanic",49,TOB,TOB05,CRDPREV,RACE,ASN
2019,2019,UT,Utah,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,2.6,2.6,&,Interpret with caution; less than 60 respondents,0.5,12.0,Race/Ethnicity,"Multiracial, non-Hispanic",49,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,WI,Wisconsin,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,9.5,9.5,&,Interpret with caution; less than 60 respondents,4.2,20.0,Race/Ethnicity,"Multiracial, non-Hispanic",55,TOB,TOB05,CRDPREV,RACE,MRC
2019,2019,WY,Wyoming,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,15.8,15.8,&,Interpret with caution; less than 60 respondents,9.4,25.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",56,TOB,TOB05,CRDPREV,RACE,AIAN
2019,2019,CO,Colorado,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,21.7,21.7,*,No data available,15.3,29.8,Grade,Grade 9,8,TOB,TOB02,CRDPREV,GRADE,GRD9
2019,2019,CO,Colorado,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,24.0,24.0,*,No data available,19.8,28.7,Grade,Grade 10,8,TOB,TOB02,CRDPREV,GRADE,GRD10
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,22.9,22.9,*,No data available,15.9,31.8,Race/Ethnicity,"Multiracial, non-Hispanic",6,TOB,TOB02,CRDPREV,RACE,MRC
2019,2019,CO,Colorado,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,26.2,26.2,*,No data available,22.2,30.6,Race/Ethnicity,"White, non-Hispanic",8,TOB,TOB02,CRDPREV,RACE,WHT
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,17.3,17.3,*,No data available,12.3,23.7,Grade,Grade 11,6,TOB,TOB02,CRDPREV,GRADE,GRD11
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,8.3,8.3,*,No data available,4.7,14.1,Race/Ethnicity,"Asian, non-Hispanic",6,TOB,TOB02,CRDPREV,RACE,ASN
2019,2019,CO,Colorado,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,26.4,26.4,*,No data available,13.7,44.7,Race/Ethnicity,"Black, non-Hispanic",8,TOB,TOB02,CRDPREV,RACE,BLK
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,20.6,20.6,*,No data available,16.5,25.4,Race/Ethnicity,"White, non-Hispanic",6,TOB,TOB02,CRDPREV,RACE,WHT
2019,2019,CO,Colorado,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,28.9,28.9,*,No data available,24.8,33.4,Overall,Overall,8,TOB,TOB02,CRDPREV,OVERALL,OVR
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,18.1,18.1,*,No data available,12.7,25.1,Grade,Grade 10,6,TOB,TOB02,CRDPREV,GRADE,GRD10
2019,2019,CA,California,YRBSS,Tobacco,Current electronic vapor product use among high school students,%,Crude Prevalence,18.2,18.2,*,No data available,15.3,21.4,Overall,Overall,6,TOB,TOB02,CRDPREV,OVERALL,OVR
